officer_id,po_race,po_sex,po_assigned_unit,po_district_number,allegations_investigated,investigative_findings,disciplinary_findings,complaint_id,officer_complaint_id
33468400,latino,male,1700 17TH DISTRICT,17,Civil Rights Complaint,No Sustained Findings,Not Applicable,15-0252,15-0252-33468400
87507402,latino,male,0300 03RD DISTRICT,3,Harassment,No Sustained Findings,Not Applicable,15-0253,15-0253-87507402
75248548,white,male,1400 14TH DISTRICT,14,Departmental Violation,No Sustained Findings,Not Applicable,15-0254,15-0254-75248548
60319330,white,male,1400 14TH DISTRICT,14,Departmental Violation,No Sustained Findings,Not Applicable,15-0254,15-0254-60319330
11650411,white,male,1800 18TH DISTRICT,18,Departmental Violation,No Sustained Findings,Not Applicable,15-0255,15-0255-11650411
11650411,white,male,1800 18TH DISTRICT,18,Verbal Abuse,No Sustained Findings,Not Applicable,15-0255,15-0255-11650411
11650411,white,male,1800 18TH DISTRICT,18,Harassment,No Sustained Findings,Not Applicable,15-0255,15-0255-11650411
53846151,white,male,1800 18TH DISTRICT,18,Harassment,No Sustained Findings,Not Applicable,15-0255,15-0255-53846151
53846151,white,male,1800 18TH DISTRICT,18,Verbal Abuse,No Sustained Findings,Not Applicable,15-0255,15-0255-53846151
53846151,white,male,1800 18TH DISTRICT,18,Departmental Violation,No Sustained Findings,Not Applicable,15-0255,15-0255-53846151
14139673,white,male,2400 24TH DISTRICT,24,Departmental Violation,Sustained Finding,Training/Counseling,15-0256,15-0256-14139673
14139673,white,male,2400 24TH DISTRICT,24,Harassment,No Sustained Findings,Not Applicable,15-0256,15-0256-14139673
18251306,white,female,4923 RADIO ROOM,,Harassment,No Sustained Findings,Not Applicable,15-0256,15-0256-18251306
97893258,black,male,1700 17TH DISTRICT,17,Harassment,No Sustained Findings,Not Applicable,15-0257,15-0257-97893258
49168893,white,female,7402 NARCOTICS STRIKE FO,,Verbal Abuse,No Sustained Findings,Not Applicable,15-0258,15-0258-49168893
49168893,white,female,7402 NARCOTICS STRIKE FO,,Physical Abuse,No Sustained Findings,Not Applicable,15-0258,15-0258-49168893
49168893,white,female,7402 NARCOTICS STRIKE FO,,Sexual Crime/Misconduct,No Sustained Findings,Not Applicable,15-0258,15-0258-49168893
,,,,,Lack of Service,Sustained Finding,Not Applicable,17-0365,17-0365-
49168893,white,female,7402 NARCOTICS STRIKE FO,,Departmental Violation,Sustained Finding,Training/Counseling,15-0258,15-0258-49168893
59385492,white,female,5602 Neighborhood Servic,,Verbal Abuse,No Sustained Findings,Not Applicable,15-0259,15-0259-59385492
59385492,white,female,5602 Neighborhood Servic,,Unprofessional Conduct,No Sustained Findings,Not Applicable,15-0259,15-0259-59385492
99167672,white,male,5602 Neighborhood Servic,,Verbal Abuse,No Sustained Findings,Not Applicable,15-0259,15-0259-99167672
95409662,latino,male,2200 22ND DISTRICT,22,Falsification,Sustained Finding,Guilty Finding,15-0260,15-0260-95409662
95409662,latino,male,2200 22ND DISTRICT,22,Criminal Allegation,No Sustained Findings,Not Applicable,15-0260,15-0260-95409662
95409662,latino,male,2200 22ND DISTRICT,22,Disciplinary Code Violation,Sustained Finding,Guilty Finding,15-0260,15-0260-95409662
99372636,black,female,7403 NARC FIELD UNIT NOR,,Departmental Violation,Sustained Finding,Training/Counseling,15-0260,15-0260-99372636
95409662,latino,male,2200 22ND DISTRICT,22,Departmental Violation,Sustained Finding,Guilty Finding,15-0260,15-0260-95409662
42606965,black,male,5300 HIGHWAY PATROL,,Unprofessional Conduct,No Sustained Findings,Not Applicable,15-0261,15-0261-42606965
63727495,white,male,1900 19TH DISTRICT,19,Lack of Service,No Sustained Findings,Not Applicable,15-0262,15-0262-63727495
63727495,white,male,1900 19TH DISTRICT,19,Departmental Violation,Sustained Finding,Training/Counseling,15-0262,15-0262-63727495
25273630,black,male,5200 TRAFFIC DISTRICT,52,Verbal Abuse,No Sustained Findings,Not Applicable,15-0263,15-0263-25273630
74967195,black,male,5200 TRAFFIC DISTRICT,52,Verbal Abuse,No Sustained Findings,Not Applicable,15-0263,15-0263-74967195
54838525,white,male,1500 15TH DISTRICT,15,Harassment,No Sustained Findings,Not Applicable,15-0264,15-0264-54838525
54838525,white,male,1500 15TH DISTRICT,15,Departmental Violation,No Sustained Findings,Not Applicable,15-0264,15-0264-54838525
54838525,white,male,1500 15TH DISTRICT,15,Departmental Violation,Sustained Finding,Training/Counseling,15-0264,15-0264-54838525
54838525,white,male,1500 15TH DISTRICT,15,Verbal Abuse,No Sustained Findings,Not Applicable,15-0264,15-0264-54838525
54838525,white,male,1500 15TH DISTRICT,15,Departmental Violation,No Sustained Findings,Not Applicable,15-0264,15-0264-54838525
42997323,white,male,1500 15TH DISTRICT,15,Verbal Abuse,No Sustained Findings,Not Applicable,15-0264,15-0264-42997323
42997323,white,male,1500 15TH DISTRICT,15,Physical Abuse,No Sustained Findings,Not Applicable,15-0264,15-0264-42997323
64994012,white,male,5300 HIGHWAY PATROL,,Departmental Violation,Sustained Finding,Training/Counseling,15-0265,15-0265-64994012
69034234,black,male,5300 HIGHWAY PATROL,,Departmental Violation,Sustained Finding,Training/Counseling,15-0265,15-0265-69034234
64994012,white,male,5300 HIGHWAY PATROL,,Departmental Violation,No Sustained Findings,Not Applicable,15-0265,15-0265-64994012
,,,,,Verbal Abuse,No Sustained Findings,Not Applicable,15-0266,15-0266-
71673356,black,female,0100 01ST DISTRICT,1,Harassment,No Sustained Findings,Not Applicable,15-0266,15-0266-71673356
,,,,,Unprofessional Conduct,No Sustained Findings,Not Applicable,15-0267,15-0267-
82161523,black,female,1200 12TH DISTRICT,12,Departmental Violation,No Sustained Findings,Not Applicable,15-0267,15-0267-82161523
99083558,white,male,0100 01ST DISTRICT,1,Verbal Abuse,No Sustained Findings,Not Applicable,15-0268,15-0268-99083558
40106202,white,male,0100 01ST DISTRICT,1,Verbal Abuse,No Sustained Findings,Not Applicable,15-0268,15-0268-40106202
40106202,white,male,0100 01ST DISTRICT,1,Physical Abuse,No Sustained Findings,Not Applicable,15-0268,15-0268-40106202
99083558,white,male,0100 01ST DISTRICT,1,Physical Abuse,No Sustained Findings,Not Applicable,15-0268,15-0268-99083558
36573755,white,male,5300 HIGHWAY PATROL,,Verbal Abuse,No Sustained Findings,Not Applicable,15-0269,15-0269-36573755
95446397,asian,male,5300 HIGHWAY PATROL,,Verbal Abuse,No Sustained Findings,Not Applicable,15-0269,15-0269-95446397
93949510,white,male,1700 17TH DISTRICT,17,Lack of Service,No Sustained Findings,Not Applicable,15-0270,15-0270-93949510
43842584,white,male,1700 17TH DISTRICT,17,Lack of Service,No Sustained Findings,Not Applicable,15-0270,15-0270-43842584
67286550,black,male,1700 17TH DISTRICT,17,Lack of Service,No Sustained Findings,Not Applicable,15-0270,15-0270-67286550
50876581,black,male,1200 12TH DISTRICT,12,Lack of Service,No Sustained Findings,Not Applicable,15-0271,15-0271-50876581
38731538,black,male,1200 12TH DISTRICT,12,Lack of Service,No Sustained Findings,Not Applicable,15-0271,15-0271-38731538
43147012,white,male,9814 DEPARTMENT ADVOCATE,,Departmental Violation,No Sustained Findings,Not Applicable,15-0272,15-0272-43147012
84782106,white,female,6500 SOUTHWEST DET,,Lack of Service,No Sustained Findings,Not Applicable,15-0273,15-0273-84782106
,,,,,Physical Abuse,No Sustained Findings,Not Applicable,15-0274,15-0274-
81589204,white,male,5300 HIGHWAY PATROL,,Verbal Abuse,No Sustained Findings,Not Applicable,15-0275,15-0275-81589204
81589204,white,male,5300 HIGHWAY PATROL,,Departmental Violation,No Sustained Findings,Not Applicable,15-0275,15-0275-81589204
53673288,white,male,5300 HIGHWAY PATROL,,Verbal Abuse,No Sustained Findings,Not Applicable,15-0275,15-0275-53673288
53673288,white,male,5300 HIGHWAY PATROL,,Departmental Violation,No Sustained Findings,Not Applicable,15-0275,15-0275-53673288
43241426,white,male,5861 CANINE UNIT,,Departmental Violation,No Sustained Findings,Not Applicable,15-0276,15-0276-43241426
68301927,latino,male,2600 26TH DISTRICT,26,Departmental Violation,No Sustained Findings,Not Applicable,15-0277,15-0277-68301927
53322069,black,female,2600 26TH DISTRICT,26,Departmental Violation,No Sustained Findings,Not Applicable,15-0277,15-0277-53322069
36091386,white,male,1200 12TH DISTRICT,12,Verbal Abuse,No Sustained Findings,Not Applicable,15-0278,15-0278-36091386
67148362,black,male,1200 12TH DISTRICT,12,Verbal Abuse,No Sustained Findings,Not Applicable,15-0278,15-0278-67148362
40763666,black,male,0800 08TH DISTRICT,8,Physical Abuse,No Sustained Findings,Not Applicable,15-0279,15-0279-40763666
50010721,black,male,0800 08TH DISTRICT,8,Physical Abuse,No Sustained Findings,Not Applicable,15-0279,15-0279-50010721
43670923,black,male,5300 HIGHWAY PATROL,,Departmental Violation,No Sustained Findings,Not Applicable,15-0280,15-0280-43670923
38672830,white,female,0900 09TH DISTRICT,9,Lack of Service,No Sustained Findings,Not Applicable,15-0280,15-0280-38672830
38672830,white,female,0900 09TH DISTRICT,9,Physical Abuse,No Sustained Findings,Not Applicable,15-0280,15-0280-38672830
87634260,latino,male,1400 14TH DISTRICT,14,Lack of Service,No Sustained Findings,Not Applicable,15-0281,15-0281-87634260
73787195,black,male,1400 14TH DISTRICT,14,Harassment,No Sustained Findings,Not Applicable,15-0282,15-0282-73787195
86598970,black,male,1900 19TH DISTRICT,19,Domestic,No Sustained Findings,Not Applicable,15-0283,15-0283-86598970
86598970,black,male,1900 19TH DISTRICT,19,Departmental Violation,No Sustained Findings,Not Applicable,15-0283,15-0283-86598970
86598970,black,male,1900 19TH DISTRICT,19,Domestic,No Sustained Findings,Not Applicable,15-0283,15-0283-86598970
86598970,black,male,1900 19TH DISTRICT,19,Domestic,No Sustained Findings,Not Applicable,15-0283,15-0283-86598970
86598970,black,male,1900 19TH DISTRICT,19,Criminal Allegation,No Sustained Findings,Not Applicable,15-0283,15-0283-86598970
,,,,,Harassment,No Sustained Findings,Not Applicable,15-0284,15-0284-
92106210,white,male,0200 02ND DISTRICT,2,Departmental Violation,Sustained Finding,Training/Counseling,15-0284,15-0284-92106210
92106210,white,male,0200 02ND DISTRICT,2,Departmental Violation,No Sustained Findings,Not Applicable,15-0284,15-0284-92106210
68726961,white,male,0200 02ND DISTRICT,2,Departmental Violation,Sustained Finding,Training/Counseling,15-0284,15-0284-68726961
68726961,white,male,0200 02ND DISTRICT,2,Departmental Violation,No Sustained Findings,Not Applicable,15-0284,15-0284-68726961
17870218,black,male,2500 25TH DISTRICT,25,Civil Rights Complaint,No Sustained Findings,Not Applicable,15-0285,15-0285-17870218
77252008,white,male,1700 17TH DISTRICT,17,Physical Abuse,Sustained Finding,Guilty Finding,15-0286,15-0286-77252008
29333764,white,male,1700 17TH DISTRICT,17,Physical Abuse,No Sustained Findings,Not Applicable,15-0286,15-0286-29333764
77252008,white,male,1700 17TH DISTRICT,17,Physical Abuse,No Sustained Findings,Not Applicable,15-0286,15-0286-77252008
29333764,white,male,1700 17TH DISTRICT,17,Physical Abuse,No Sustained Findings,Not Applicable,15-0286,15-0286-29333764
97229959,black,male,1700 17TH DISTRICT,17,Departmental Violation,Sustained Finding,Training/Counseling,15-0286,15-0286-97229959
98660928,white,male,0500 05TH DISTRICT,5,Lack of Service,No Sustained Findings,Not Applicable,15-0287,15-0287-98660928
43164178,white,male,0500 05TH DISTRICT,5,Lack of Service,No Sustained Findings,Not Applicable,15-0287,15-0287-43164178
28694497,white,male,0500 05TH DISTRICT,5,Lack of Service,No Sustained Findings,Not Applicable,15-0287,15-0287-28694497
50675050,white,female,0100 01ST DISTRICT,1,Departmental Violation,No Sustained Findings,Not Applicable,15-0288,15-0288-50675050
45317499,black,male,2200 22ND DISTRICT,22,Departmental Violation,No Sustained Findings,Not Applicable,15-0288,15-0288-45317499
95869027,white,female,0300 03RD DISTRICT,3,Departmental Violation,No Sustained Findings,Not Applicable,15-0288,15-0288-95869027
48541299,white,male,1500 15TH DISTRICT,15,Verbal Abuse,No Sustained Findings,Not Applicable,15-0289,15-0289-48541299
48541299,white,male,1500 15TH DISTRICT,15,Lack of Service,No Sustained Findings,Not Applicable,15-0289,15-0289-48541299
51980707,black,female,1500 15TH DISTRICT,15,Unprofessional Conduct,No Sustained Findings,Not Applicable,15-0290,15-0290-51980707
12472497,white,male,1500 15TH DISTRICT,15,Verbal Abuse,No Sustained Findings,Not Applicable,15-0290,15-0290-12472497
86402246,white,male,9807 SUPP POLICE SERVICE,,Physical Abuse,No Sustained Findings,Not Applicable,15-0291,15-0291-86402246
36215669,white,male,0300 03RD DISTRICT,3,Lack of Service,Sustained Finding,Training/Counseling,15-0292,15-0292-36215669
36215669,white,male,0300 03RD DISTRICT,3,Verbal Abuse,No Sustained Findings,Not Applicable,15-0292,15-0292-36215669
42237550,black,male,0300 03RD DISTRICT,3,Verbal Abuse,No Sustained Findings,Not Applicable,15-0292,15-0292-42237550
17262365,black,male,1900 19TH DISTRICT,19,Physical Abuse,No Sustained Findings,Not Applicable,15-0293,15-0293-17262365
27231256,white,male,1900 19TH DISTRICT,19,Physical Abuse,No Sustained Findings,Not Applicable,15-0293,15-0293-27231256
17993471,white,male,2500 25TH DISTRICT,25,Lack of Service,No Sustained Findings,Not Applicable,15-0294,15-0294-17993471
11075860,latino,male,2500 25TH DISTRICT,25,Lack of Service,No Sustained Findings,Not Applicable,15-0294,15-0294-11075860
74960672,white,female,2200 22ND DISTRICT,22,Departmental Violation,No Sustained Findings,Not Applicable,15-0295,15-0295-74960672
60615274,asian,female,0100 01ST DISTRICT,1,Verbal Abuse,No Sustained Findings,Not Applicable,15-0296,15-0296-60615274
51762010,black,male,1500 15TH DISTRICT,15,Verbal Abuse,No Sustained Findings,Not Applicable,15-0297,15-0297-51762010
51762010,black,male,1500 15TH DISTRICT,15,Physical Abuse,No Sustained Findings,Not Applicable,15-0297,15-0297-51762010
76774103,white,male,5300 HIGHWAY PATROL,,Lack of Service,No Sustained Findings,Not Applicable,15-0297,15-0297-76774103
85892068,black,male,1400 14TH DISTRICT,14,Departmental Violation,No Sustained Findings,Not Applicable,15-0298,15-0298-85892068
74967195,black,male,5200 TRAFFIC DISTRICT,52,Falsification,Sustained Finding,Guilty Finding,15-0298,15-0298-74967195
74967195,black,male,5200 TRAFFIC DISTRICT,52,Departmental Violation,Sustained Finding,Guilty Finding,15-0298,15-0298-74967195
31431638,white,male,3500 35TH DISTRICT,35,Departmental Violation,No Sustained Findings,Not Applicable,15-0299,15-0299-31431638
92793542,black,male,5800 ACADEMY RECRUIT TRN,,Physical Abuse,No Sustained Findings,Not Applicable,15-0300,15-0300-92793542
65951883,black,male,1600 16TH DISTRICT,16,Lack of Service,No Sustained Findings,Not Applicable,15-0301,15-0301-65951883
13362562,black,male,1600 16TH DISTRICT,16,Lack of Service,No Sustained Findings,Not Applicable,15-0301,15-0301-13362562
36817514,white,male,1600 16TH DISTRICT,16,Lack of Service,No Sustained Findings,Not Applicable,15-0301,15-0301-36817514
37322198,black,female,1600 16TH DISTRICT,16,Lack of Service,No Sustained Findings,Not Applicable,15-0301,15-0301-37322198
76071664,white,male,1500 15TH DISTRICT,15,Departmental Violation,No Sustained Findings,Not Applicable,15-0302,15-0302-76071664
34910013,white,male,0200 02ND DISTRICT,2,Departmental Violation,No Sustained Findings,Not Applicable,15-0303,15-0303-34910013
85068952,white,male,1200 12TH DISTRICT,12,Verbal Abuse,No Sustained Findings,Not Applicable,15-0304,15-0304-85068952
85068952,white,male,1200 12TH DISTRICT,12,Physical Abuse,No Sustained Findings,Not Applicable,15-0304,15-0304-85068952
85068952,white,male,1200 12TH DISTRICT,12,Departmental Violation,No Sustained Findings,Not Applicable,15-0304,15-0304-85068952
52020017,white,male,1200 12TH DISTRICT,12,Departmental Violation,No Sustained Findings,Not Applicable,15-0304,15-0304-52020017
52020017,white,male,1200 12TH DISTRICT,12,Physical Abuse,No Sustained Findings,Not Applicable,15-0304,15-0304-52020017
52020017,white,male,1200 12TH DISTRICT,12,Verbal Abuse,No Sustained Findings,Not Applicable,15-0304,15-0304-52020017
95517808,black,female,3500 35TH DISTRICT,35,Verbal Abuse,No Sustained Findings,Not Applicable,15-0305,15-0305-95517808
95517808,black,female,3500 35TH DISTRICT,35,Harassment,No Sustained Findings,Not Applicable,15-0305,15-0305-95517808
22224923,white,male,3900 39TH DISTRICT,39,Lack of Service,No Sustained Findings,Not Applicable,15-0306,15-0306-22224923
83356801,black,male,1500 15TH DISTRICT,15,Lack of Service,No Sustained Findings,Not Applicable,15-0307,15-0307-83356801
94309999,black,female,6400 NORTHEAST DET,,Lack of Service,No Sustained Findings,Not Applicable,15-0307,15-0307-94309999
60706254,asian,male,1500 15TH DISTRICT,15,Lack of Service,No Sustained Findings,Not Applicable,15-0307,15-0307-60706254
70470182,latino,male,1500 15TH DISTRICT,15,Lack of Service,No Sustained Findings,Not Applicable,15-0307,15-0307-70470182
77723733,white,male,6400 NORTHEAST DET,,Lack of Service,No Sustained Findings,Not Applicable,15-0307,15-0307-77723733
97901155,white,male,1500 15TH DISTRICT,15,Lack of Service,No Sustained Findings,Not Applicable,15-0307,15-0307-97901155
96096994,white,male,1500 15TH DISTRICT,15,Verbal Abuse,No Sustained Findings,Not Applicable,15-0308,15-0308-96096994
76071664,white,male,1500 15TH DISTRICT,15,Verbal Abuse,No Sustained Findings,Not Applicable,15-0308,15-0308-76071664
70765954,white,male,2600 26TH DISTRICT,26,Verbal Abuse,No Sustained Findings,Not Applicable,15-0309,15-0309-70765954
70765954,white,male,2600 26TH DISTRICT,26,Departmental Violation,No Sustained Findings,Not Applicable,15-0309,15-0309-70765954
70765954,white,male,2600 26TH DISTRICT,26,Harassment,No Sustained Findings,Not Applicable,15-0309,15-0309-70765954
